_id,Course_Name,Course_Rate,Course_Description,Lectures_Num,Course_Level,Course_hours
5e41145e70dfe123d09ba467,PHP with Laravel for beginners - Become a Master in Laravel,"4.4
(7,165 ratings)",Learn to master Laravel to make advanced applications like the real CMS app we build on this course | By Edwin Diaz,336 lectures,All Levels,32 hours
5e41145e70dfe123d09ba468,Python and Flask Bootcamp: Create Websites using Flask!,"4.6
(2,938 ratings)",Create awesome websites using the powerful Flask framework for Python! | By Jose Portilla,126 lectures,All Levels,20 hours
5e41145e70dfe123d09ba469,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,"4.4
(4,143 ratings)","Go from complete novice to expert in Git and GitHub using step-by-step, no-assumptions learning | By Jason Taylor",151 lectures,All Levels,6.5 hours
5e41145e70dfe123d09ba46a,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)","4.6
(2,087 ratings)","VGG, ResNet, Inception, SSD, Neural Style Transfer, GANs +More Using CNNs in Tensorflow, Keras, and Python | By Lazy Programmer Inc.",88 lectures,Intermediate,9.5 hours
5e41145e70dfe123d09ba46b,"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs","4.4
(4,024 ratings)",Become a Wizard of all the latest Computer Vision tools that exist out there. Detect anything and create powerful apps. | By Hadelin de Ponteves,83 lectures,All Levels,11 hours
5e41145e70dfe123d09ba46c,Ethereum and Solidity: The Complete Developer's Guide,"4.5
(9,504 ratings)","Use Ethereum, Solidity, and Smart Contracts to build production-ready apps based on the blockchain | By Stephen Grider",250 lectures,All Levels,24 hours
5e41145e70dfe123d09ba46d,Learn To Create An RPG Game In Unity,"4.6
(2,123 ratings)",Game development made easy. Learn C# using Unity and create your very own classic RPG! | By James Doyle,117 lectures,All Levels,18 hours
5e41145e70dfe123d09ba46e,Unreal Engine 4 Mastery: Create Multiplayer Games with C++,"4.5
(4,032 ratings)",Unleash the power of C++ and Blueprint to develop Multiplayer Games with AI in this Epic Games-approved course. | By Tom Looman,147 lectures,All Levels,17.5 hours
5e41145e70dfe123d09ba46f,WebServices/Rest API Testing with SoapUI +Real time Projects,"4.4
(8,264 ratings)","""Most Popular #1 SoapUI Test automation Course - ""36000+ students learning together with great collaboration"" | By Rahul Shetty",107 lectures,All Levels,19 hours
5e41145e70dfe123d09ba470,Master Software Testing+Jira+Agile on Live App-Be a TeamLead,"4.4
(2,689 ratings)",2020 BEST job oriented Software Manual Testing course on real time Project+Interview ques+Resume Prep+ Lifetime Support | By Rahul Shetty,73 lectures,All Levels,10 hours
5e41145e70dfe123d09ba471,Scala & Functional Programming for Beginners | Rock the JVM,"4.6
(3,894 ratings)","Become a Scala programmer and get the skills you need to work with Spark, Akka, and any Scala framework! | By Daniel Ciocîrlan",50 lectures,Intermediate,15.5 hours
5e41145e70dfe123d09ba472,Advanced React and Redux: 2020 Edition,"4.6
(8,663 ratings)","Detailed walkthroughs on advanced React and Redux concepts - Authentication, Testing, Middlewares, HOC's, and Deployment | By Stephen Grider",239 lectures,Intermediate,21 hours
5e41145e70dfe123d09ba473,Cypress -Modern Automation Testing from Scratch + Framework,"4.4
(901 ratings)",Learn Cypress (Future of Automation) for front end Web testing +Integration testing(XHR / API) with real time examples | By Rahul Shetty,72 lectures,All Levels,12 hours
5e41145e70dfe123d09ba474,Postman: The Complete Guide - REST API Testing,"4.4
(3,157 ratings)","Postman API testing for manual and automated tests. Automate with Newman, Jenkins or any other CI tool. | By Valentin Despa",133 lectures,Intermediate,14 hours
5e41145e70dfe123d09ba475,Deep Learning: Advanced NLP and RNNs,"4.6
(1,656 ratings)","Natural Language Processing with Sequence-to-sequence (seq2seq), Attention, CNNs, RNNs, and Memory Networks! | By Lazy Programmer Inc.",63 lectures,All Levels,8 hours
5e41145e70dfe123d09ba476,"Java Multithreading, Concurrency & Performance Optimization","4.6
(1,551 ratings)","Become an expert in Multithreading, Concurrency & Parallel programming in Java, with strong emphasis on high performance | By Michael Pogrebinsky",32 lectures,All Levels,4 hours
5e41146b70dfe123d09ba477,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,"4.6
(30,741 ratings)",Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules! | By Angela Yu,474 lectures,All Levels,49.5 hours
5e41146b70dfe123d09ba478,Ansible Advanced - Hands-On - DevOps,"4.4
(1,935 ratings)","Learn and practice advanced topics in Ansible including Roles, Jinja2, Lookups, Filter. Learn to develop custom modules. | By Mumshad Mannambeth",29 lectures,Intermediate,4 hours
5e41146b70dfe123d09ba479,Full Stack Java developer - Java + JSP + Restful WS + Spring,"4.3
(1,086 ratings)",Full Stack Java developer - Core Java + JSP Servlets + Hibernate +Spring + Java Web-service/RestFul API + Spring boot. | By StudyEasy Organisation,603 lectures,All Levels,64.5 hours
5e41146b70dfe123d09ba47a,Learn To Create A Roguelike Game In Unity 2019,"4.6
(283 ratings)",Game development made easy. Learn C# using Unity and create your very own classic RPG! | By James Doyle,124 lectures,All Levels,19.5 hours
5e41146b70dfe123d09ba47b,Learn BERT - most powerful NLP algorithm by Google,"4.2
(57 ratings)",Understand and apply Google's game-changing NLP algorithm to real-world tasks. Build 2 NLP applications. | By Martin Jocqueviel,33 lectures,All Levels,5.5 hours
5e41146b70dfe123d09ba47c,GCP: Complete Google Data Engineer and Cloud Architect Guide,"4.3
(4,250 ratings)","The Google Cloud for ML with TensorFlow, Big Data with Managed Hadoop | By Loony Corn",226 lectures,All Levels,28 hours
5e41146b70dfe123d09ba47d,React Native: Advanced Concepts,"4.3
(4,123 ratings)","Master the advanced topics of React Native: Animations, Maps, Notifications, Navigation and More! | By Stephen Grider",151 lectures,Intermediate,16.5 hours
5e41146b70dfe123d09ba47e,Nuxt.js - Vue.js on Steroids,"4.7
(3,384 ratings)",Build highly engaging Vue JS apps with Nuxt.js. Nuxt adds easy server-side-rendering and a folder-based config approach. | By Academind by Maximilian Schwarzmüller,106 lectures,Intermediate,6.5 hours
5e41146b70dfe123d09ba47f,"GitLab CI: Pipelines, CI/CD and DevOps for Beginners","4.6
(1,065 ratings)",Learn GitLab CI / CD with Docker & DevOps: obtain valuable DevOps skills. Build pipelines. | By Valentin Despa,45 lectures,Intermediate,3.5 hours
5e41146b70dfe123d09ba480,Node.js: The Complete Guide to Build RESTful APIs (2018),"4.6
(7,207 ratings)","Learn to build fast, scalable and secure RESTful services with Node, Express and MongoDB, from setup to production | By Mosh Hamedani",224 lectures,Intermediate,15 hours
5e41146b70dfe123d09ba481,Learn Advanced C++ Programming,"4.4
(4,969 ratings)","Discover intermediate to advanced C++, including C++ 11's fantastic additions to the C++ standard. | By John Purcell",105 lectures,Intermediate,15 hours
5e41146b70dfe123d09ba482,Git a Web Developer Job: Mastering the Modern Workflow,"4.8
(5,333 ratings)","Learn Git, GitHub, Node.js, NPM, Object-oriented JavaScript, ES6, webpack, Netlify, BEM and Job Interview Tips | By Brad Schiff",68 lectures,Beginner,15 hours
5e41146b70dfe123d09ba483,AWS CloudFormation Master Class,"4.6
(4,081 ratings)",Write Complete AWS CloudFormation Templates using YAML. Learn all the Recent Cloud Formation Features | By Stephane Maarek | AWS Certified Solutions Architect & Developer,70 lectures,All Levels,3.5 hours
5e41146b70dfe123d09ba484,AWS Lambda and the Serverless Framework - Hands On Learning!,"4.5
(2,816 ratings)","Develop and Deploy AWS Lambda Functions with Serverless, Learn Lambda Real World Integrations with Amazon Web Services | By Stephane Maarek | AWS Certified Solutions Architect & Developer",38 lectures,Beginner,2.5 hours
5e41146b70dfe123d09ba485,PyTorch for Deep Learning with Python Bootcamp,"4.6
(596 ratings)",Learn how to create state of the art neural networks for deep learning with Facebook's PyTorch Deep Learning library! | By Jose Portilla,97 lectures,All Levels,17 hours
5e41146b70dfe123d09ba486,Build a Backend REST API with Python & Django - Advanced,"4.5
(1,559 ratings)","Create an advanced REST API with Python, Django REST Framework and Docker using Test Driven Development (TDD) | By Mark Winterbottom",76 lectures,Intermediate,8 hours
5e41147770dfe123d09ba487,Python Network Programming for Network Engineers (Python 3),"4.6
(1,471 ratings)",Program networks using Python version 3. Learn network programmability with this practical GNS3 and Cisco course | By David Bombal,170 lectures,Beginner,11.5 hours
5e41147770dfe123d09ba488,Learn JMETER from Scratch on Live Apps -Performance Testing,"4.4
(3,657 ratings)",Top class Jmeter lectures explaining Load testing with real time examples including material and query support | By Rahul Shetty,81 lectures,All Levels,12.5 hours
5e41147770dfe123d09ba489,Part 2 Certified Enterprise Architect Certification Training,"4.4
(1,912 ratings)","Software architecture certification with TOGAF 9® Part 2 exam, to become TOGAF Certified. | By Scott Duffy • 200,000+ Students",31 lectures,All Levels,2.5 hours
5e41147770dfe123d09ba48a,Advanced AI: Deep Reinforcement Learning in Python,"4.6
(2,739 ratings)",The Complete Guide to Mastering Artificial Intelligence using Deep Learning and Neural Networks | By Lazy Programmer Inc.,73 lectures,Expert,9 hours
5e41147770dfe123d09ba48b,Complete Python Web Course: Build 8 Python Web Apps,"4.4
(3,515 ratings)",Build Python Web Applications from Beginner to Expert using Python and Flask | By Jose Salvatierra,161 lectures,All Levels,15.5 hours
5e41147770dfe123d09ba48c,Learn and Understand NodeJS,"4.5
(22,087 ratings)","Dive deep under the hood of NodeJS. Learn V8, Express, the MEAN stack, core Javascript concepts, and more. | By Anthony Alicea",97 lectures,All Levels,13 hours
5e41147770dfe123d09ba48d,"2020 AWS SageMaker, AI and Machine Learning - With Python","4.4
(1,349 ratings)",Complete Guide to AWS Certified Machine Learning - Specialty and Practice Test | By Chandra Lingam,167 lectures,All Levels,13.5 hours
5e41147770dfe123d09ba48e,Spring Framework Master Class - Learn Spring the Modern Way!,"4.4
(13,259 ratings)","Learn the magic of Spring Framework in 100 Steps with Spring Boot, Spring JDBC, Spring AOP, Hibernate, JUnit & Mockito | By in28Minutes Official",135 lectures,All Levels,12 hours
5e41147770dfe123d09ba48f,gRPC [Golang] Master Class: Build Modern API & Microservices,"4.7
(877 ratings)","Better than REST API! Build a fast scalable HTTP/2 API for a Golang micro service with gRPC, Protocol Buffers (protobuf) | By Stephane Maarek | AWS Certified Solutions Architect & Developer",72 lectures,Intermediate,5.5 hours
5e41147770dfe123d09ba490,Entity Framework in Depth: The Complete Guide,"4.5
(7,178 ratings)",Connect your applications to a SQL Server database | By Mosh Hamedani,79 lectures,Intermediate,6.5 hours
5e41147770dfe123d09ba491,SAP FICO (Financial Accounting & Management Accounting),"4.2
(1,391 ratings)",The course covers both configuration and end-user processes for SAP FICO module | By Rana W Mehmood,43 lectures,All Levels,41 hours
5e41147770dfe123d09ba492,Xamarin Forms: Build Native Cross-platform Apps with C#,"4.5
(7,566 ratings)","Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills | By Mosh Hamedani",117 lectures,All Levels,7.5 hours
5e41147770dfe123d09ba493,The Ultimate Guide to 2D Mobile Game Development with Unity,"4.3
(2,251 ratings)","Created in partnership with Unity Technologies: Master C#, Unity Ads, 2D mobile game development, and publishing | By Jonathan Weinberger",168 lectures,Intermediate,13 hours
5e41147770dfe123d09ba494,Unreal Engine 4: The Complete Beginner's Course,"4.4
(4,272 ratings)",Learn Video Game Development & How To Design a Game From Scratch Using UE4 | By David Nixon,79 lectures,All Levels,10 hours
5e41147770dfe123d09ba495,The Complete Python & PostgreSQL Developer Course,"4.5
(3,785 ratings)",Build 9 projects—master two essential and modern technologies in Python and PostgreSQL | By Rob Percival,184 lectures,Beginner,22 hours
5e41147770dfe123d09ba496,Computer Science 101: Master the Theory Behind Programming,"4.5
(1,681 ratings)",Computer Science 101: Learn Computer Science to become a better Programmer and Software Engineer. | By Kurt Anderson,83 lectures,Beginner,9 hours
5e41148470dfe123d09ba497,"Angular (Full App) with Angular Material, Angularfire & NgRx","4.7
(4,370 ratings)","Use Angular, Angular Material, Angularfire (+ Firebase with Firestore) and NgRx to build a real Angular App | By Academind by Maximilian Schwarzmüller",140 lectures,All Levels,11.5 hours
5e41148470dfe123d09ba498,Dart and Flutter: The Complete Developer's Guide,"4.6
(2,782 ratings)","Everything you need to know for building mobile apps with Flutter and Dart, including RxDart and Animations! | By Stephen Grider",401 lectures,All Levels,31 hours
5e41148470dfe123d09ba499,Master MATLAB through Guided Problem Solving,"4.5
(1,916 ratings)",Become an expert in MATLAB Programming and Scientific Computing. Advance your career in Engineering Physics Biology etc | By Tim Buchalka's Learn Programming Academy,169 lectures,All Levels,38 hours
5e41148470dfe123d09ba49a,2019 Update! React Testing with Jest and Enzyme,"4.4
(1,427 ratings)","Improve your React, Redux, Hooks and Context Code with Test Driven Development | By Bonnie Schulkin",162 lectures,Intermediate,12 hours
5e41148470dfe123d09ba49b,Unreal Engine Blueprint Developer: Learn Visual Scripting,"4.6
(1,271 ratings)",Created in collaboration with Epic Games. Code your first game in 100 minutes with purely visual scripting. | By Ben Tristem,71 lectures,Beginner,10.5 hours
5e41148470dfe123d09ba49c,Active Directory on Windows Server 2016 with Lab,"4.5
(1,381 ratings)","Learn how to deploy and manage all aspects of Active Directory, Group Policy, DNS and many more technologies | By Kevin Brown",46 lectures,All Levels,5 hours
5e41148470dfe123d09ba49d,Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,"4.7
(2,235 ratings)","Use Kubernetes to deploy a Microservice architecture. You'll deploy, manage and monitor a live Kubernetes cluster. | By Richard Chesterwood",138 lectures,All Levels,23 hours
5e41148470dfe123d09ba49e,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,"4.3
(3,312 ratings)","Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL | By Edward Viaene",52 lectures,All Levels,4.5 hours
5e41148470dfe123d09ba49f,Blockchain and Bitcoin Fundamentals,"4.5
(15,675 ratings)",Learn the key elements of blockchain and Bitcoin in this bestselling video course and accompanying PDF glossary. | By George Levy,37 lectures,Beginner,3 hours
5e41148470dfe123d09ba4a0,Unity Game Development: Create 2D And 3D Games With C#,"4.7
(293 ratings)",Master The Fundamentals Of Game Development And Learn How To Create 2D And 3D Games With Unity Game Engine | By Awesome Tuts,267 lectures,Beginner,75 hours
5e41148470dfe123d09ba4a1,Django 2.2 & Python | The Ultimate Web Development Bootcamp,"4.6
(3,848 ratings)","Build three complete websites, learn back and front-end web development, and publish your site online with DigitalOcean | By Nick Walter",78 lectures,Beginner,10 hours
5e41148470dfe123d09ba4a2,Learn Assembly Language by Making Games for the Atari 2600,"4.7
(388 ratings)",Programming games for the Atari 2600 platform using 6502 Assembly Language | By Gustavo Pezzi,39 lectures,All Levels,11 hours
5e41148470dfe123d09ba4a3,Design Patterns in Java,"4.3
(2,692 ratings)",Discover the modern implementation of design patterns in Java | By Dmitri Nesteruk,123 lectures,Intermediate,10.5 hours
5e41148470dfe123d09ba4a4,Spring Boot Microservices with Spring Cloud Beginner to Guru,"4.4
(676 ratings)",Master Microservice Architectures Using Spring Boot 2 and Cloud Based Deployments with Spring Cloud and Docker | By John Thompson,233 lectures,Intermediate,23.5 hours
5e41148470dfe123d09ba4a5,Go (Golang): The Complete Bootcamp [Updated: December 2019],"4.5
(1,223 ratings)",Deeply understand and master the Go Programming Language (Golang) from scratch 1000+ hands-on exercises and projects | By Jose Portilla,308 lectures,All Levels,23 hours
5e41148470dfe123d09ba4a6,Unit Testing for C# Developers,"4.6
(3,187 ratings)","Master unit testing C# code with NUnit and Moq: all about dependency injection, best practices and pitfalls to avoid | By Mosh Hamedani",86 lectures,All Levels,6 hours
5e41149170dfe123d09ba4a7,Modern Natural Language Processing in Python,"4.4
(63 ratings)",Solve Seq2Seq and Classification NLP tasks with Transformer and CNN using Tensorflow 2 in Google Colab | By Martin Jocqueviel,37 lectures,Intermediate,6 hours
5e41149170dfe123d09ba4a8,Natural Language Processing with Deep Learning in Python,"4.6
(4,543 ratings)","Complete guide on deriving and implementing word2vec, GloVe, word embeddings, and sentiment analysis with recursive nets | By Lazy Programmer Inc.",102 lectures,Expert,13 hours
5e41149170dfe123d09ba4a9,Microsoft SQL for Beginners,"4.5
(6,516 ratings)",A comprehensive course to teach you how to complete SQL queries using Microsoft SQL Server and the T-SQL language. | By Brewster Knowlton,39 lectures,Beginner,4 hours
5e41149170dfe123d09ba4aa,The Complete Python 3 Course: Beginner to Advanced!,"4.2
(12,203 ratings)","Learn Python with projects covering game & web development, web scraping, MongoDB, Django, PyQt, and data visualization! | By Joseph Delgadillo",147 lectures,All Levels,18 hours
5e41149170dfe123d09ba4ab,NestJS Zero to Hero - Modern TypeScript Back-end Development,"4.7
(1,183 ratings)",Develop and deploy enterprise back-end applications following best practices using Node.js and TypeScript | By Ariel Weinberger,102 lectures,All Levels,6.5 hours
5e41149170dfe123d09ba4ac,Mathematics for Computer Games Development using Unity,"4.7
(576 ratings)","A Beginner's Guide to Essential Mathematics, Data Structures and Algorithms used in Game Programming applied in Unity | By Penny de Byl",69 lectures,Beginner,15 hours
5e41149170dfe123d09ba4ad,Flutter & Firebase: Build a Complete App for iOS & Android,"4.7
(673 ratings)","Learn Dart, Flutter & Firebase by Google, and build a real-world, production ready app | By Andrea Bizzotto",421 lectures,All Levels,22 hours
5e41149170dfe123d09ba4ae,Artificial Intelligence for Business,"4.5
(1,392 ratings)",Solve Real World Business Problems with AI Solutions | By Hadelin de Ponteves,118 lectures,Beginner,15 hours
5e41149170dfe123d09ba4af,Oracle Database 12c SQL Certified Associate 1Z0-071,"4.5
(3,419 ratings)",Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations & scripts are attached | By Khaled Alkhudari,183 lectures,All Levels,20 hours
5e41149170dfe123d09ba4b0,Bash Scripting and Shell Programming (Linux Command Line),"4.4
(3,695 ratings)","Learn bash programming for Linux, Unix, & Mac. Learn how to write bash scripts like a pro & solve real-world problems! | By Jason Cannon",34 lectures,All Levels,2.5 hours
5e41149170dfe123d09ba4b1,API and Web Service Introduction,"4.4
(3,862 ratings)","Includes API, Web Services using ReST, JSON, XML, HTTP, SOAP, OAuth, OpenID Connect, Postman and Python | By Nate Ross",54 lectures,All Levels,5.5 hours
5e41149170dfe123d09ba4b2,Modern Web Scraping with Python using Scrapy Splash Selenium,"4.7
(800 ratings)","Become an expert in web scraping and web crawling using Python 3, Scrapy, Splash and Selenium 2nd EDITION (2019) | By Ahmed Rafik",110 lectures,All Levels,8 hours
5e41149170dfe123d09ba4b3,Python 3 Network Programming - Build 5 Network Applications,"4.6
(3,319 ratings)","Learn Python 3 from scratch! Build your own network scripts and upgrade your Network Engineering skills! Updated 2020. | By Mihai Catalin Teodosiu, Python Developer",206 lectures,Beginner,12 hours
5e41149170dfe123d09ba4b4,Data Science: Deep Learning in Python,"4.6
(5,803 ratings)","The MOST in-depth look at neural network theory, and how to code one with pure Python and Tensorflow | By Lazy Programmer Inc.",85 lectures,Intermediate,10.5 hours
5e41149170dfe123d09ba4b5,Deployment of Machine Learning Models,"4.4
(1,097 ratings)",Build Machine Learning Model APIs | By Soledad Galli,127 lectures,Intermediate,8 hours
5e41149170dfe123d09ba4b6,Unreal Multiplayer Master: Online Game Development In C++,"4.5
(1,177 ratings)","Created in collaboration with Epic Games. Use Unreal for online game dev in C++. Covers LAN, VPN, Steam and more. | By Ben Tristem",112 lectures,Intermediate,24 hours
5e41149d70dfe123d09ba4b7,"Beginner Full Stack Web Development: HTML, CSS, React & Node","4.5
(7,103 ratings)","Learn web development with HTML, CSS, Bootstrap 4, ES6 React and Node | By Mark Price",159 lectures,Beginner,30 hours
5e41149d70dfe123d09ba4b8,Discovering Godot: Make Video Games in Python-like GDScript,"4.6
(2,148 ratings)",Game development with Godot Engine 3.1 :: Learn to code in Python-like GDScript and later the industry standard C# | By Ben Tristem,190 lectures,Beginner,38 hours
5e41149d70dfe123d09ba4b9,Deep Learning and NLP A-Z™: How to create a ChatBot,"4.4
(2,755 ratings)",Learn the Theory and How to implement state of the art Deep Natural Language Processing models in Tensorflow and Python | By Hadelin de Ponteves,95 lectures,All Levels,12 hours
5e41149d70dfe123d09ba4ba,Go Java Full Stack with Spring Boot and Angular,"4.4
(2,543 ratings)",Become a Full Stack Java Developer. Build Your First Java Full Stack Application with Angular and Spring Boot. | By in28Minutes Official,118 lectures,All Levels,11 hours
5e41149d70dfe123d09ba4bb,Informatica Tutorial: Beginner to Expert Level,"4.3
(4,287 ratings)",Become an expert in world's top Data Integration tool. | By Sid Inf,288 lectures,All Levels,35 hours
5e41149d70dfe123d09ba4bc,Machine Learning with Javascript,"4.6
(1,651 ratings)",Master Machine Learning from scratch using Javascript and TensorflowJS with hands-on projects. | By Stephen Grider,185 lectures,Beginner,17.5 hours
5e41149d70dfe123d09ba4bd,The Complete Guide to Becoming a Software Architect,"4.4
(504 ratings)","The most comprehensive guide that will make you a Software Architect, the most desired role in the software industry. | By Memi Lavi",117 lectures,Beginner,6 hours
5e41149d70dfe123d09ba4be,Learn JavaScript: Full-Stack from Scratch,"4.7
(1,509 ratings)","Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications | By Brad Schiff",119 lectures,All Levels,27 hours
5e41149d70dfe123d09ba4bf,Master Java Web Services and RESTful API with Spring Boot,"4.4
(4,550 ratings)",Build Amazing Java Web Services - RESTful & SOAP - using Spring & Spring Boot. Master REST APIs & SOAP Web Services Now! | By in28Minutes Official,107 lectures,All Levels,9.5 hours
5e41149d70dfe123d09ba4c0,Ultimate Web Designer & Developer Course: Build 23 Projects!,"4.5
(10,548 ratings)",Become a Full-Stack Developer - Learn Everything from Design to Front & Back-End Programming. | By Brad Hussey,246 lectures,All Levels,32.5 hours
5e41149d70dfe123d09ba4c1,Data Science: Natural Language Processing (NLP) in Python,"4.5
(7,231 ratings)","Applications: decrypting ciphers, spam detection, sentiment analysis, article spinners, and latent semantic analysis. | By Lazy Programmer Inc.",76 lectures,All Levels,9.5 hours
5e41149d70dfe123d09ba4c2,Build Your Own First Person Shooter / Survival Game in Unity,"4.7
(1,708 ratings)",Part I: Create and Design Artificially Intelligent Game Characters with Advanced Animation Systems | By Game Institute Inc.,77 lectures,Intermediate,84 hours
5e41149d70dfe123d09ba4c3,JavaScript Beginner Bootcamp (2020),"4.5
(4,150 ratings)","JavaScript for Beginners: Projects based learning, whiteboard animations, coding in the browser and quizzes. | By Rob Merrill",385 lectures,Beginner,38.5 hours
5e41149d70dfe123d09ba4c4,Artificial Intelligence Masterclass,"4.4
(607 ratings)","Enter the new era of Hybrid AI Models optimized by Deep NeuroEvolution, with a complete toolkit of ML, DL & AI models | By Hadelin de Ponteves",89 lectures,Beginner,12 hours
5e41149d70dfe123d09ba4c5,Kubernetes for Java Developers on Google Cloud,"4.5
(220 ratings)","Kubernetes, Docker & Java Spring Boot Microservices on Google Kubernetes Engine | By in28Minutes Official",100 lectures,All Levels,10 hours
5e41149d70dfe123d09ba4c6,Advanced SQL : SQL Expert Certification Preparation Course,"4.2
(1,259 ratings)","Complete Your SQL Knowledge From Intermediate to Advanced Level and Get Your SQL Expert Certificate in Oracle! | By Oracle Master Training • 40,000+ Students Worldwide",138 lectures,Expert,13 hours
5e4114aa70dfe123d09ba4c7,Python - The Practical Guide,"4.6
(2,955 ratings)",Learn Python from the ground up and use Python to build a hands-on project from scratch! | By Academind by Maximilian Schwarzmüller,230 lectures,All Levels,17.5 hours
5e4114aa70dfe123d09ba4c8,The Complete Self-Driving Car Course - Applied Deep Learning,"4.6
(1,953 ratings)","Learn to use Deep Learning, Computer Vision and Machine Learning techniques to Build an Autonomous Car with Python | By Rayan Slim",160 lectures,All Levels,18 hours
5e4114aa70dfe123d09ba4c9,Apache Kafka Series - Kafka Connect Hands-on Learning,"4.5
(1,825 ratings)","Kafka Connect - Learn How to Source Twitter Data, Store in Apache Kafka Topics & Sink in ElasticSearch and PostgreSQL | By Stephane Maarek | AWS Certified Solutions Architect & Developer",55 lectures,Intermediate,4.5 hours
5e4114aa70dfe123d09ba4ca,Complete Elasticsearch Masterclass with Logstash and Kibana,"4.4
(3,778 ratings)","Learn how to build a search engine and break into big data by mastering Elasticsearch 6, Kibana and Logstash (ELK stack) | By Imtiaz Ahmad",45 lectures,All Levels,11.5 hours
5e4114aa70dfe123d09ba4cb,The Complete Hands-On Introduction to Apache Airflow,"4.3
(1,115 ratings)","Learn to author, schedule and monitor data pipelines through practical examples using Apache Airflow | By Marc Lamberti",61 lectures,All Levels,3.5 hours
5e4114aa70dfe123d09ba4cc,How To Become An Outstanding Solution Architect,"4.3
(2,217 ratings)",Learn all the soft and hard skills you need to take your architect design skills to the next level | By Mark Farragher,67 lectures,All Levels,8 hours
5e4114aa70dfe123d09ba4cd,A-Z Machine Learning using Azure Machine Learning (AzureML),"4.5
(1,744 ratings)","Azure ML (Machine Learning): Azure Machine Learning Studio, Machine Learning on cloud, Machine Learning without coding | By Jitesh Khurkhuriya",89 lectures,All Levels,11 hours
5e4114aa70dfe123d09ba4ce,Salesforce Development Training for Beginners,"4.4
(2,386 ratings)",Salesforce Development :Learn about Apex programming and Salesforce development. Become a Salesforce Developer. | By Deepika Khanna,111 lectures,All Levels,14 hours
5e4114aa70dfe123d09ba4cf,The Rust Programming Language,"4.2
(1,258 ratings)","Learn a modern, powerful yet safe systems programming language! | By Dmitri Nesteruk",53 lectures,All Levels,7 hours
5e4114aa70dfe123d09ba4d0,Programming in Blazor - ASP.NET Core 3.1,"4.5
(243 ratings)",Create interactive web applications with C# | By Felipe Gavilán,98 lectures,Intermediate,11 hours
5e4114aa70dfe123d09ba4d1,The Complete Xamarin Developer Course: iOS And Android!,"4.4
(2,339 ratings)","Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more | By Tim Buchalka's Learn Programming Academy",205 lectures,Beginner,29 hours
5e4114aa70dfe123d09ba4d2,Introduction to Windows PowerShell 5.1,"4.4
(1,440 ratings)","Install PowerShell 5.1, Understand PowerShell Syntax, Setup a PowerShell IT lab, Manage Active Directory with Powershell | By Paul Hill",65 lectures,All Levels,6 hours
5e4114aa70dfe123d09ba4d3,70-462: SQL Server Database Administration (DBA),"4.5
(1,011 ratings)",Beginner-Intermediate practical experience in Database Administration (DBA) SQL Server. Good for Microsoft exam 70-462. | By Phillip Burton,96 lectures,Beginner,9.5 hours
5e4114aa70dfe123d09ba4d4,Selenium WebDriver With Python 3.x - Novice To Ninja,"4.4
(3,737 ratings)",Join the best course to learn how to implement an automation framework from scratch using real web application | By Lets Kode It,206 lectures,All Levels,27.5 hours
5e4114aa70dfe123d09ba4d5,Java Spring Tutorial Masterclass - Learn Spring Framework 5,"4.5
(4,095 ratings)","Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more | By Tim Buchalka",273 lectures,All Levels,45.5 hours
5e4114aa70dfe123d09ba4d6,Master ASP.NET MVC Core 3,"4.2
(1,073 ratings)",Master ASP.NET MVC Core with hands on experience on real world website. A step by step course to learn ASP.NET Core MVC | By Bhrugen Patel,234 lectures,All Levels,17 hours
5e4114b770dfe123d09ba4d7,Advanced Scala and Functional Programming | Rock the JVM,"4.7
(816 ratings)","For Scala developers: become a top level Scala programmer so you can rock Spark, Akka, Monix and any Scala tool! | By Daniel Ciocîrlan",54 lectures,Expert,14 hours
5e4114b770dfe123d09ba4d8,Vim Masterclass,"4.7
(2,219 ratings)","Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems | By Jason Cannon",49 lectures,All Levels,7 hours
5e4114b770dfe123d09ba4d9,Agile Scrum Mastery: Full Project Simulation + Certification,"4.6
(274 ratings)",From beginner to Scrum expert in just 1 course. See how successful teams run Scrum via step-by-step project simulations | By Raj Elakkara,65 lectures,All Levels,5.5 hours
