_id,Course_Name,Course_Rate,Course_Description,Lectures_Num,Course_Level,Course_hours
5e4113dd70dfe123d09ba3b7,Complete Python Bootcamp: Go from zero to hero in Python 3,"4.5
(229,492 ratings)",Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games! | By Jose Portilla,185 lectures,All Levels,24 hours
5e4113dd70dfe123d09ba3b8,The Data Science Course 2020: Complete Data Science Bootcamp,"4.5
(45,837 ratings)","Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning | By 365 Careers",471 lectures,All Levels,29 hours
5e4113dd70dfe123d09ba3b9,The Complete 2020 Web Development Bootcamp,"4.7
(37,617 ratings)","Become a full-stack web developer with just one course. HTML, CSS, Javascript, Node, React, MongoDB and more! | By Angela Yu",463 lectures,All Levels,53.5 hours
5e4113dd70dfe123d09ba3ba,Machine Learning A-Z™: Hands-On Python & R In Data Science,"4.5
(106,337 ratings)",Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included. | By Kirill Eremenko,294 lectures,All Levels,41.5 hours
5e4113dd70dfe123d09ba3bb,The Web Developer Bootcamp,"4.6
(153,435 ratings)","The only course you need to learn web development - HTML, CSS, JS, Node, and More! | By Colt Steele",402 lectures,All Levels,47 hours
5e4113dd70dfe123d09ba3bc,Java Programming Masterclass for Software Developers,"4.6
(98,404 ratings)",Learn Java In This Course And Become a Computer Programmer. Obtain valuable Core Java Skills And Java Certification | By Tim Buchalka,400 lectures,All Levels,80.5 hours
5e4113dd70dfe123d09ba3bd,"React - The Complete Guide (incl Hooks, React Router, Redux)","4.6
(63,203 ratings)","Dive in and learn React.js from scratch! Learn Reactjs, Hooks, Redux, React Routing, Animations, Next.js and way more! | By Academind by Maximilian Schwarzmüller",543 lectures,All Levels,45 hours
5e4113dd70dfe123d09ba3be,The Complete JavaScript Course 2020: Build Real Projects!,"4.6
(62,841 ratings)","Master JavaScript with the most complete course! Projects, challenges, quizzes, JavaScript ES6+, OOP, AJAX, Webpack | By Jonas Schmedtmann",166 lectures,All Levels,28 hours
5e4113dd70dfe123d09ba3bf,Python for Data Science and Machine Learning Bootcamp,"4.5
(62,766 ratings)","Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more! | By Jose Portilla",164 lectures,All Levels,25 hours
5e4113dd70dfe123d09ba3c0,iOS 13 & Swift 5 - The Complete iOS App Development Bootcamp,"4.7
(30,925 ratings)",From Beginner to iOS App Developer with Just One Course! Fully Updated with a Comprehensive Module Dedicated to SwiftUI! | By Angela Yu,544 lectures,All Levels,58.5 hours
5e4113dd70dfe123d09ba3c1,Angular 9 - The Complete Guide (2020 Edition),"4.6
(106,200 ratings)","Master Angular (formerly ""Angular 2"") and build awesome, reactive web apps with the successor of Angular.js | By Maximilian Schwarzmüller",504 lectures,All Levels,37 hours
5e4113dd70dfe123d09ba3c2,Complete Python Developer in 2020: Zero to Mastery,"4.6
(6,044 ratings)","How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more | By Andrei Neagoie",322 lectures,All Levels,30.5 hours
5e4113dd70dfe123d09ba3c3,Docker Mastery: with Kubernetes +Swarm from a Docker Captain,"4.6
(30,756 ratings)","Build, test, deploy containers with the best mega-course on Docker, Kubernetes, Compose, Swarm and Registry using DevOps | By Bret Fisher",172 lectures,All Levels,19.5 hours
5e4113dd70dfe123d09ba3c4,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,"4.6
(33,045 ratings)",Become an In-demand SQL Master by creating complex databases and building reports through real-world projects | By Colt Steele,320 lectures,Beginner,20.5 hours
5e4113dd70dfe123d09ba3c5,Ultimate AWS Certified Developer Associate 2020 - NEW!,"4.6
(14,179 ratings)",Become an AWS Certified Developer! Learn all AWS Certified Developer Associate topics. PASS the Certified Developer Exam | By Stephane Maarek | AWS Certified Solutions Architect & Developer,220 lectures,All Levels,19 hours
5e4113dd70dfe123d09ba3c6,Learn Python Programming Masterclass,"4.5
(34,198 ratings)",This Python For Beginners Course Teaches You The Python Language Fast. Includes Python Online Training With Python 3 | By Tim Buchalka,316 lectures,All Levels,50 hours
5e4113e570dfe123d09ba3c7,Docker and Kubernetes: The Complete Guide,"4.6
(21,897 ratings)","Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows | By Stephen Grider",305 lectures,All Levels,22 hours
5e4113e570dfe123d09ba3c8,Deep Learning A-Z™: Hands-On Artificial Neural Networks,"4.5
(27,220 ratings)",Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included. | By Kirill Eremenko,189 lectures,All Levels,23 hours
5e4113e570dfe123d09ba3c9,The Complete 2020 Flutter Development Bootcamp with Dart,"4.7
(8,458 ratings)",Officially created in collaboration with the Google Flutter team. | By Angela Yu,230 lectures,All Levels,28 hours
5e4113e570dfe123d09ba3ca,The Modern Javascript Bootcamp Course (2020),"4.7
(1,842 ratings)",The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects! | By Colt Steele,483 lectures,All Levels,52 hours
5e4113e570dfe123d09ba3cb,Learn Flutter & Dart to Build iOS & Android Apps [2020],"4.6
(15,843 ratings)",A Complete Guide to the Flutter SDK & Flutter Framework for building native iOS and Android apps | By Academind by Maximilian Schwarzmüller,605 lectures,All Levels,59 hours
5e4113e570dfe123d09ba3cc,Beginning C++ Programming - From Beginner to Beyond,"4.5
(17,688 ratings)","Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills needed for game, system, and application development. | By Tim Buchalka's Learn Programming Academy",266 lectures,All Levels,39.5 hours
5e4113e570dfe123d09ba3cd,Complete C# Unity Developer 2D: Learn to Code Making Games,"4.7
(68,847 ratings)","Game development & design. Learn Unity 2018 in C#. Your first 7 2D Unity games for web, Mac & PC. Includes Tilemap | By Ben Tristem",221 lectures,All Levels,35 hours
5e4113e570dfe123d09ba3ce,The Python Mega Course: Build 10 Real World Applications,"4.5
(32,337 ratings)",A complete Python course for both beginners and intermediates! Master Python 3 by making 10 amazing Python apps. | By Ardit Sulce,264 lectures,All Levels,24 hours
5e4113e570dfe123d09ba3cf,The Complete Web Developer in 2020: Zero to Mastery,"4.7
(29,964 ratings)","Learn to code and become a Web Developer in 2020 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more! | By Andrei Neagoie",335 lectures,All Levels,35 hours
5e4113e570dfe123d09ba3d0,JavaScript - The Complete Guide 2020 (Beginner + Advanced),"4.7
(3,361 ratings)",Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2020. | By Academind by Maximilian Schwarzmüller,614 lectures,All Levels,52.5 hours
5e4113e570dfe123d09ba3d1,The Complete Node.js Developer Course (3rd Edition),"4.7
(40,272 ratings)","Learn Node.js by building real-world applications with Node, Express, MongoDB, Jest, and more! | By Andrew Mead",177 lectures,All Levels,34.5 hours
5e4113e570dfe123d09ba3d2,"Complete React Developer in 2020 (w/ Redux, Hooks, GraphQL)","4.6
(5,039 ratings)","Become a Senior React Developer! Build a massive E-commerce app with Redux, Hooks, GraphQL, ContextAPI, Stripe, Firebase | By Andrei Neagoie",335 lectures,All Levels,40 hours
5e4113e570dfe123d09ba3d3,Complete C# Unity Developer 3D: Learn to Code Making Games,"4.6
(15,815 ratings)","Game development & design. Learn C# using Unity Engine. Your first 3D Unity games for web, Mac & PC. | By Ben Tristem",216 lectures,All Levels,34 hours
5e4113e570dfe123d09ba3d4,"NodeJS - The Complete Guide (incl. MVC, REST APIs, GraphQL)","4.7
(12,895 ratings)","Master Node JS, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more! | By Academind by Maximilian Schwarzmüller",487 lectures,All Levels,36.5 hours
5e4113e570dfe123d09ba3d5,Build Responsive Real World Websites with HTML5 and CSS3,"4.6
(33,784 ratings)","The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch. Design AND code a huge project. | By Jonas Schmedtmann",77 lectures,All Levels,12 hours
5e4113e570dfe123d09ba3d6,React Native - The Practical Guide 2020,"4.7
(11,242 ratings)",Use React Native and your React knowledge and take your web development skills to build native iOS and Android Apps | By Academind by Maximilian Schwarzmüller,488 lectures,All Levels,45.5 hours
5e4113ed70dfe123d09ba3d7,"Advanced CSS and Sass: Flexbox, Grid, Animations and More!","4.8
(18,419 ratings)","The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more. | By Jonas Schmedtmann",125 lectures,Intermediate,28 hours
5e4113ed70dfe123d09ba3d8,Learning Python for Data Analysis and Visualization,"4.4
(12,620 ratings)","Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video! | By Jose Portilla",110 lectures,All Levels,21 hours
5e4113ed70dfe123d09ba3d9,Unreal Engine C++ Developer: Learn C++ and Make Video Games,"4.6
(39,016 ratings)",Created in collaboration with Epic Games. Learn C++ from basics while making your first 4 video games in Unreal | By Ben Tristem,303 lectures,All Levels,48.5 hours
5e4113ed70dfe123d09ba3da,The Complete Web Developer Course 2.0,"4.5
(55,068 ratings)","Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more! | By Rob Percival",308 lectures,All Levels,30.5 hours
5e4113ed70dfe123d09ba3db,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),"4.7
(33,813 ratings)",Vue.js is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React! | By Maximilian Schwarzmüller,400 lectures,All Levels,22 hours
5e4113ed70dfe123d09ba3dc,Spring & Hibernate for Beginners (includes Spring Boot),"4.6
(35,374 ratings)","Spring 5: Learn Spring 5 Core, AOP, Spring MVC, Spring Security, Spring REST, Spring Boot 2, Thymeleaf, JPA & Hibernate | By Chad Darby",561 lectures,All Levels,42 hours
5e4113ed70dfe123d09ba3dd,R Programming A-Z™: R For Data Science With Real Exercises!,"4.6
(26,311 ratings)","Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2 | By Kirill Eremenko",80 lectures,All Levels,10.5 hours
5e4113ed70dfe123d09ba3de,Python and Django Full Stack Web Developer Bootcamp,"4.5
(24,682 ratings)","Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django! | By Jose Portilla",198 lectures,All Levels,32 hours
5e4113ed70dfe123d09ba3df,Automate the Boring Stuff with Python Programming,"4.6
(40,286 ratings)","A practical programming course for office workers, academics, and administrators who want to improve their productivity. | By Al Sweigart",51 lectures,All Levels,9.5 hours
5e4113ed70dfe123d09ba3e0,AWS Certified Solutions Architect Professional [Latest Exam],"4.6
(864 ratings)",ACE the Amazon - AWS Certified Solutions Architect Professional New Exam using this Unique All-in-One Preparation Guide | By DolfinEd -,318 lectures,Expert,52.5 hours
5e4113ed70dfe123d09ba3e1,Selenium WebDriver with Java -Basics to Advanced+Frameworks,"4.6
(36,704 ratings)","""TOP RATED (BEST SELLER) #1 Master SELENIUM java course"" -5 Million students learning worldWide with great collaboration | By Rahul Shetty",342 lectures,All Levels,55 hours
5e4113ed70dfe123d09ba3e2,Data Structures & Algorithms !,"4.7
(34,812 ratings)",Learn Data Structure & Algorithm from scratch (supported by Java Codes) | By DS Guy,239 lectures,All Levels,28.5 hours
5e4113ed70dfe123d09ba3e3,Master the Coding Interview: Data Structures + Algorithms,"4.7
(5,015 ratings)","Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want! | By Andrei Neagoie",256 lectures,All Levels,19.5 hours
5e4113ed70dfe123d09ba3e4,Artificial Intelligence A-Z™: Learn How To Build An AI,"4.3
(12,893 ratings)","Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications! | By Hadelin de Ponteves",117 lectures,All Levels,16.5 hours
5e4113ed70dfe123d09ba3e5,Modern React with Redux [2020 Update],"4.6
(52,817 ratings)","Master React v16.6.3 and Redux with React Router, Webpack, and Create-React-App. Includes Hooks! | By Stephen Grider",487 lectures,All Levels,47.5 hours
5e4113ed70dfe123d09ba3e6,Understanding TypeScript - 2020 Edition,"4.7
(11,502 ratings)","Don't limit the Usage of TypeScript to Angular! Learn the Basics, its Features, Workflows and how to use it! | By Maximilian Schwarzmüller",352 lectures,All Levels,22.5 hours
5e4113f970dfe123d09ba3e7,"Machine Learning, Data Science and Deep Learning with Python","4.5
(18,589 ratings)","Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks | By Sundog Education by Frank Kane",110 lectures,Beginner,14 hours
5e4113f970dfe123d09ba3e8,Kubernetes Certified Application Developer (CKAD) with Tests,"4.7
(3,279 ratings)",Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD | By Mumshad Mannambeth,106 lectures,All Levels,6 hours
5e4113f970dfe123d09ba3e9,"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide","4.7
(924 ratings)","Build fullstack React.js applications with Node.js, Express.js & MongoDB (MERN) with this project-focused course. | By Academind by Maximilian Schwarzmüller",206 lectures,All Levels,19 hours
5e4113f970dfe123d09ba3ea,Python for Financial Analysis and Algorithmic Trading,"4.5
(9,565 ratings)","Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python! | By Jose Portilla",121 lectures,All Levels,17 hours
5e4113f970dfe123d09ba3eb,The Modern Python 3 Bootcamp,"4.6
(14,864 ratings)",A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes | By Colt Steele,374 lectures,Beginner,30.5 hours
5e4113f970dfe123d09ba3ec,C# Basics for Beginners: Learn C# Fundamentals by Coding,"4.5
(30,875 ratings)","Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises! | By Mosh Hamedani",87 lectures,Beginner,5.5 hours
5e4113f970dfe123d09ba3ed,Learn Python & Ethical Hacking From Scratch,"4.6
(6,742 ratings)",Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs | By Zaid Sabih,176 lectures,All Levels,23.5 hours
5e4113f970dfe123d09ba3ee,The Complete React Native + Hooks Course [2020 Edition],"4.6
(28,994 ratings)","Understand React Native with Hooks, Context, and React Navigation. | By Stephen Grider",419 lectures,All Levels,39 hours
5e4113f970dfe123d09ba3ef,Complete Tensorflow 2 and Keras Deep Learning Bootcamp,"4.6
(801 ratings)",Learn to use Python for Deep Learning with Google's latest Tensorflow 2 library and Keras! | By Jose Portilla,115 lectures,All Levels,19 hours
5e4113f970dfe123d09ba3f0,The Complete Android Oreo Developer Course - Build 23 Apps!,"4.5
(7,726 ratings)","Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram! | By Rob Percival",272 lectures,All Levels,37.5 hours
5e4113f970dfe123d09ba3f1,Scrum Certification Prep +Scrum Master+ Agile Scrum Training,"4.4
(14,326 ratings)",Overview of Scrum Agile project management+common questions+tips to pass PSM scrum org ONLINE Scrum Master Certification | By Paul Ashun,65 lectures,All Levels,3 hours
5e4113f970dfe123d09ba3f2,MongoDB - The Complete Developer's Guide 2020,"4.6
(5,680 ratings)","Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB! | By Academind by Maximilian Schwarzmüller",263 lectures,All Levels,17.5 hours
5e4113f970dfe123d09ba3f3,C Programming For Beginners - Master the C Language,"4.4
(9,000 ratings)",C Programming will increase career options. Become a better dev in other languages by learning C. Pointers explained | By Tim Buchalka's Learn Programming Academy,137 lectures,All Levels,24 hours
5e4113f970dfe123d09ba3f4,Modern HTML & CSS From The Beginning (Including Sass),"4.7
(6,946 ratings)","Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid | By Brad Traversy",128 lectures,All Levels,21 hours
5e4113f970dfe123d09ba3f5,The Complete Android N Developer Course,"4.4
(24,007 ratings)","Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram! | By Rob Percival",272 lectures,All Levels,32.5 hours
5e4113f970dfe123d09ba3f6,Data Science A-Z™: Real-Life Data Science Exercises Included,"4.6
(22,828 ratings)","Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more! | By Kirill Eremenko",213 lectures,All Levels,21 hours
5e41140670dfe123d09ba3f7,JavaScript Algorithms and Data Structures Masterclass,"4.7
(6,417 ratings)",The Missing Computer Science and Coding Interview Bootcamp | By Colt Steele,249 lectures,All Levels,22 hours
5e41140670dfe123d09ba3f8,Modern JavaScript From The Beginning,"4.7
(15,421 ratings)",Learn and build projects with pure JavaScript (No frameworks or libraries) | By Brad Traversy,122 lectures,All Levels,21.5 hours
5e41140670dfe123d09ba3f9,Complete Machine Learning and Data Science: Zero to Mastery,"4.7
(599 ratings)","Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more! | By Andrei Neagoie",354 lectures,All Levels,42.5 hours
5e41140670dfe123d09ba3fa,Tensorflow 2.0: Deep Learning and Artificial Intelligence,"4.7
(701 ratings)","Neural Networks for Computer Vision, Time Series Forecasting, NLP, GANs, Reinforcement Learning, and More! | By Lazy Programmer Inc.",124 lectures,All Levels,20.5 hours
5e41140670dfe123d09ba3fb,Statistics for Data Science and Business Analysis,"4.5
(10,273 ratings)","Statistics you need in the office: Descriptive & Inferential statistics, Hypothesis testing, Regression analysis | By 365 Careers",92 lectures,All Levels,5 hours
5e41140670dfe123d09ba3fc,Build an app with ASPNET Core and Angular from scratch,"4.6
(8,984 ratings)",A practical example of how to build an application with ASP.NET Core WebAPI (v2.2) and Angular (v8) from start to finish | By Neil Cummings,218 lectures,Beginner,29 hours
5e41140670dfe123d09ba3fd,Master Microservices with Spring Boot and Spring Cloud,"4.4
(14,739 ratings)","An awesome journey from Restful Web Services to Microservices with Java, Spring Boot and Spring Cloud | By in28Minutes Official",135 lectures,All Levels,11 hours
5e41140670dfe123d09ba3fe,Apache Kafka Series - Learn Apache Kafka for Beginners v2,"4.7
(12,483 ratings)","START HERE: Learn Apache Kafka 2.0 Ecosystem, Core Concepts, Real World Java Producers/Consumers & Big Data Architecture | By Stephane Maarek | AWS Certified Solutions Architect & Developer",123 lectures,All Levels,7.5 hours
5e41140670dfe123d09ba3ff,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,"4.7
(6,012 ratings)","Build combat for Role Playing Game (RPG) in Unity. Improve your C sharp, code architecture, game & level design. | By Ben Tristem",188 lectures,Intermediate,27.5 hours
5e41140670dfe123d09ba400,The Ultimate Guide to Game Development with Unity 2019,"4.6
(10,049 ratings)",Created in partnership with Unity Technologies: learn C# by developing 2D & 3D games with this comprehensive guide | By Jonathan Weinberger,300 lectures,Beginner,21 hours
5e41140670dfe123d09ba401,Become a WordPress Developer: Unlocking Power With Code,"4.7
(8,359 ratings)","Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites | By Brad Schiff",113 lectures,All Levels,27 hours
5e41140670dfe123d09ba402,The Complete Oracle SQL Certification Course,"4.5
(15,246 ratings)","Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer! | By Imtiaz Ahmad",38 lectures,All Levels,10 hours
5e41140670dfe123d09ba403,"C# Intermediate: Classes, Interfaces and OOP","4.5
(16,491 ratings)","An in-depth, step-by-step guide to classes, interfaces and object-oriented programming (OOP) with C# | By Mosh Hamedani",45 lectures,Intermediate,6 hours
5e41140670dfe123d09ba404,"Node.js, Express, MongoDB & More: The Complete Bootcamp 2020","4.7
(2,167 ratings)","Master Node by building a real-world RESTful API and web app (with authentication, Node.js security, payments & more) | By Jonas Schmedtmann",227 lectures,All Levels,42 hours
5e41140670dfe123d09ba405,Angular & NodeJS - The MEAN Stack Guide [2020 Edition],"4.6
(14,569 ratings)",Learn how to connect your Angular Frontend to a NodeJS & Express & MongoDB Backend by building a real Application | By Maximilian Schwarzmüller,149 lectures,All Levels,12.5 hours
5e41140670dfe123d09ba406,Advanced JavaScript Concepts,"4.7
(3,933 ratings)",Learn modern advanced JavaScript practices and be in the top 10% of JavaScript developers | By Andrei Neagoie,216 lectures,All Levels,25 hours
5e41141370dfe123d09ba407,Typescript: The Complete Developer's Guide [2020],"4.7
(2,454 ratings)",Master Typescript by learning popular design patterns and building complex projects. Includes React and Express! | By Stephen Grider,278 lectures,All Levels,24.5 hours
5e41141370dfe123d09ba408,REST APIs with Flask and Python,"4.6
(8,082 ratings)","Build professional REST APIs with Python, Flask, Flask-RESTful, and Flask-SQLAlchemy | By Jose Salvatierra",170 lectures,Intermediate,17.5 hours
5e41141370dfe123d09ba409,The Complete Junior to Senior Web Developer Roadmap (2020),"4.7
(4,195 ratings)",Go from Junior Developer to Senior Developer. Learn all the technical skills Senior Web Developers know in 2020! | By Andrei Neagoie,394 lectures,Intermediate,35.5 hours
5e41141370dfe123d09ba40a,Learn How To Code: Google's Go (golang) Programming Language,"4.4
(12,105 ratings)",The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers | By Todd McLeod,373 lectures,All Levels,46.5 hours
5e41141370dfe123d09ba40b,Complete C# Masterclass,"4.5
(5,822 ratings)","Learn C# Programming - WPF, Databases, Linq, Collections, Game Development with Unity. More than just the C# basics! | By Denis Panjuta",224 lectures,All Levels,31.5 hours
5e41141370dfe123d09ba40c,JavaScript: Understanding the Weird Parts,"4.7
(35,648 ratings)","An advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more. | By Anthony Alicea",85 lectures,All Levels,11.5 hours
5e41141370dfe123d09ba40d,20 Web Projects With Vanilla JavaScript,"4.8
(471 ratings)","Build 20 mini frontend projects from scratch with HTML5, CSS & JavaScript (No frameworks or libraries) | By Brad Traversy",121 lectures,Beginner,16 hours
5e41141370dfe123d09ba40e,The Complete WordPress Website Business Course,"4.4
(10,655 ratings)","Master WordPress with this Complete WordPress Course, without learning how to code and without any programming! | By Rob Percival",105 lectures,All Levels,21.5 hours
5e41141370dfe123d09ba40f,Complete 2020 Data Science & Machine Learning Bootcamp,"4.5
(1,111 ratings)","Learn Python, Tensorflow, Deep Learning, Regression, Classification, Neural Networks, Artificial Intelligence & more! | By Philipp Muellauer",207 lectures,All Levels,41.5 hours
5e41141370dfe123d09ba410,Learn DevOps: The Complete Kubernetes Course,"4.4
(9,383 ratings)","Kubernetes will run and manage your containerized applications. Learn how to build, deploy, use, and maintain Kubernetes | By Edward Viaene",142 lectures,All Levels,13.5 hours
5e41141370dfe123d09ba411,PHP for Beginners - Become a PHP Master - CMS Project,"4.4
(14,849 ratings)",PHP for Beginners: learn everything you need to become a professional PHP developer with practical exercises & projects. | By Edwin Diaz,344 lectures,All Levels,38 hours
5e41141370dfe123d09ba412,The Coding Interview Bootcamp: Algorithms + Data Structures,"4.6
(8,640 ratings)",Ace your next Javascript coding interview by mastering data structures and algorithms. | By Stephen Grider,135 lectures,All Levels,13 hours
5e41141370dfe123d09ba413,Python A-Z™: Python For Data Science With Real Exercises!,"4.6
(11,442 ratings)","Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization | By Kirill Eremenko",73 lectures,All Levels,11 hours
5e41141370dfe123d09ba414,Docker for the Absolute Beginner - Hands On - DevOps,"4.6
(10,141 ratings)",Learn Docker with Hands On Coding Exercises. For beginners in DevOps | By Mumshad Mannambeth,48 lectures,Beginner,4.5 hours
5e41141370dfe123d09ba415,Microsoft Azure cloud - Beginner Bootcamp (Updated Sep 2019),"4.3
(2,500 ratings)",The most comprehensive Microsoft Azure course with lots of lab demos on how to deploy and manage Azure services | By Varma Rudra,196 lectures,Beginner,31 hours
5e41141370dfe123d09ba416,"Jenkins, From Zero To Hero: Become a DevOps Jenkins Master","4.3
(2,461 ratings)","Become a DevOps Master learning Jenkins & integrations with powerful tools like Docker, Ansible, AWS, GIT & more! | By Ricardo Andre Gonzalez Gomez",174 lectures,All Levels,10.5 hours
5e41141f70dfe123d09ba417,Complete Guide to Elasticsearch,"4.5
(7,364 ratings)","Learn Elasticsearch from scratch and begin learning the ELK stack (Elasticsearch, Logstash & Kibana) and Elastic Stack. | By Bo Andersen",142 lectures,All Levels,11.5 hours
5e41141f70dfe123d09ba418,Spring Framework 5: Beginner to Guru,"4.5
(9,485 ratings)","Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate | By John Thompson",524 lectures,All Levels,57 hours
5e41141f70dfe123d09ba419,The Complete ASP.NET MVC 5 Course,"4.4
(21,994 ratings)","Learn to build fast and secure web applications with ASP.NET MVC 5 - The most popular course with 40,000+ students! | By Mosh Hamedani",139 lectures,All Levels,7.5 hours
5e41141f70dfe123d09ba41a,Go: The Complete Developer's Guide (Golang),"4.6
(10,800 ratings)",Master the fundamentals and advanced features of the Go Programming Language (Golang) | By Stephen Grider,82 lectures,All Levels,9 hours
5e41141f70dfe123d09ba41b,The Python Bible™ | Everything You Need to Program in Python,"4.6
(22,504 ratings)",Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course! | By Ziyad Yehia,74 lectures,Beginner,9 hours
5e41141f70dfe123d09ba41c,The Ultimate Excel Programmer Course,"4.5
(11,424 ratings)","Learn Excel VBA from Scratch with Dan Strong, Bestselling Excel Expert with Over 180K Students Worldwide! | By Daniel Strong",212 lectures,All Levels,12.5 hours
5e41141f70dfe123d09ba41d,AWS Certified Developer Associate 2020 [4 Practice Tests],"4.5
(2,128 ratings)",293 Exam Quiz Questions on DVA-C01 ! Practice the AWS Certified Developer Exam & ace the AWS Certified Developer Exam! | By Stephane Maarek | AWS Certified Solutions Architect & Developer,5 practice tests,293 questions,293 questions
5e41141f70dfe123d09ba41e,Spark and Python for Big Data with PySpark,"4.4
(9,105 ratings)","Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more! | By Jose Portilla",66 lectures,Intermediate,10.5 hours
5e41141f70dfe123d09ba41f,Kubernetes Mastery: Hands-On Lessons From A Docker Captain,"4.7
(404 ratings)","Learn the latest Kubernetes features (1.16) and plugins while practicing DevOps workflows, from a container expert | By Bret Fisher",90 lectures,Beginner,7 hours
5e41141f70dfe123d09ba420,The Complete Python Programmer Bootcamp 2020,"4.6
(791 ratings)",Learn Python. Enjoy Python. Master Python. Become a Python Programmer. | By 365 Careers,146 lectures,All Levels,11 hours
5e41141f70dfe123d09ba421,DevOps Project: CI/CD with Jenkins Ansible Docker Kubernetes,"4.5
(1,291 ratings)","100% Hands-on labs on how to create DevOps CI/CD pipelines using Git, Jenkins, Ansible, Docker and Kubernetes on AWS | By Shankar AR",43 lectures,All Levels,5.5 hours
5e41141f70dfe123d09ba422,NLP - Natural Language Processing with Python,"4.5
(2,946 ratings)","Learn to use Machine Learning, Spacy, NLTK, SciKit-Learn, Deep Learning, and more to conduct Natural Language Processing | By Jose Portilla",80 lectures,Intermediate,11.5 hours
5e41141f70dfe123d09ba423,Learn JIRA with real-world examples (+Confluence bonus),"4.4
(7,869 ratings)","Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence | By Kosh Sarkar",82 lectures,All Levels,11.5 hours
5e41141f70dfe123d09ba424,AWS Certified Solutions Architect Professional Practice Exam,"4.3
(1,025 ratings)","300 AWS Certified Solutions Architect Professional Practice Test Questions with Explanations, References and Flashcards | By Jon Bonso • AWS Certified Solutions Architect & Certified Developer",5 practice tests,336 questions,336 questions
5e41141f70dfe123d09ba425,The Advanced Web Developer Bootcamp,"4.5
(7,218 ratings)","Learn React 16, Redux, D3, ES2015, Testing, CSS Flexbox, Animations, SVG, AJAX, and more! | By Colt Steele",391 lectures,Intermediate,34 hours
